time,text,parsed_text,rate,year,month,day,timevalue,person
2017-03-21 16:07:31,"potus,# repealandreplace #,obamacare","All us @POTUS made promise #repealANDreplace #Obamacare, going keep word.",383,2017,3,21,0.6449999999999996,ryan
2017-03-23 14:26:46,"housegop,ahca,conservative healthcare legislation,congress,passthebill",@HouseGOP: The #AHCA boldest conservative healthcare legislation come Congress decades. #PassTheBill,382,2017,3,23,0.7100000000000009,ryan
2017-03-21 11:24:13,"leadership support @,potus,obamacare","With leadership support @POTUS, 1 step closer keeping promise ending #Obamacare nightmare.",381,2017,3,21,0.6449999999999996,ryan
2017-03-12 18:07:05,"timeline #,repeal,replace,obamacare,housegop",Everything need know timeline #Repeal And Replace #Obamacare @HouseGOP found here:,379,2017,3,12,0.3550000000000004,ryan
2017-03-12 15:29:02,"repealandreplace,american health,care,act step,obamacare","#RepealAndReplace requires approach. American Health Care Act step one. With it, #Obamacare",376,2017,3,12,0.3550000000000004,ryan
2017-03-14 01:31:03,"repdianeblack,obamacare,watch",@RepDianeBlack: unified goal repealing replacing #Obamacare. Watch remarks last Friday,374,2017,3,14,0.4190000000000005,ryan
2017-03-17 20:36:05,"mikekellypa,disastrous years #,obamacare,new era health care,watch","@MikeKellyPA: After 7 disastrous years #Obamacare, new era health care soon begin. Watch led us point:",374,2017,3,17,0.516,ryan
2017-03-22 18:36:45,"foxnews,bill repeals trillion,obamacare",@FoxNews: bill repeals trillion ObamaCare,372,2017,3,22,0.6769999999999996,ryan
2017-03-28 16:14:57,"foxnews,obamacare,damage families","@FoxNews: collapsing law. ObamaCare much damage families. And so, going get",372,2017,3,28,0.8710000000000004,ryan
2017-03-30 17:48:33,"foxnews,obamacare",@FoxNews: Democrats repealing ObamaCare. We,371,2017,3,30,0.9350000000000005,ryan
2017-03-22 22:01:39,"housecommerce,tomorrow,years #,obamacare,time #,betterway,ahca,passthebill",@HouseCommerce: Tomorrow marks seven years #Obamacare. time #BetterWay. #AHCA #PassTheBill,354,2017,3,22,0.6769999999999996,ryan
2017-03-13 18:53:54,"waysandmeansgop,obamacare,onerous mandates","@WaysandMeansGOP: #Obamacare system built higher spending, higher taxes, onerous mandates.",352,2017,3,13,0.38700000000000045,ryan
2017-03-17 22:28:06,"waysandmeansgop,obamacare",@WaysandMeansGOP: #Obamacare urgent,351,2017,3,17,0.516,ryan
2017-03-16 00:30:30,"meetthepress,tomorrow,mtpdaily,speakerryan,joins @ chucktodd,tune @,msnbc",@MeetThePress: Tomorrow #MTPDaily: @SpeakerRyan joins @chucktodd. Tune @MSNBC!,349,2017,3,16,0.484,ryan
2017-03-21 13:22:51,"right,potus,housegop,tune press conference 10am #,passthebill","Right now, @POTUS addressing @HouseGOP. Tune press conference 10am #PassTheBill",347,2017,3,21,0.6449999999999996,ryan
2017-03-24 22:22:08,"potus,vp,secpricemd,housegop","I want thank @POTUS, @VP, @SecPriceMD, @HouseGOP members. There remains much help improve",345,2017,3,24,0.7420000000000009,ryan
2017-03-21 14:21:08,"happening now,housegop,press conference @,potus,visit capitol,passthebill",HAPPENING NOW: @HouseGOP press conference @POTUS visit Capitol. #PassTheBill,339,2017,3,21,0.6449999999999996,ryan
2017-03-28 22:41:09,"fake,news talk,podesta,russia,foxnews,russia clinton,uranium",Why Fake News talk Podesta ties Russia covered @FoxNews money Russia Clinton sale Uranium?,338,2017,3,28,0.8710000000000004,trump
2017-03-21 18:11:22,"potus,joined,housegop,conference morning capitol,passthebill",@POTUS: Joined @HouseGOP Conference morning Capitol. #PassTheBill,335,2017,3,21,0.6449999999999996,ryan
2017-03-28 01:35:35,"bill,hillary,russian praise,russia hillary,podesta,russian company,trump russia,story hoax,maga","Bill, Hillary Russian praise Russia Hillary, Podesta Russian Company. Trump Russia story hoax. #MAGA!",328,2017,3,28,0.8710000000000004,trump
2017-03-15 22:17:33,"repealandreplace,obamacare,et",Republicans keep promise #RepealANDReplace #Obamacare. Tune live ET learn more.,323,2017,3,15,0.45199999999999996,ryan
2017-03-16 20:57:51,"meetthepress,tune @,msnbc,interview @,speakerryan,mtpdaily",@MeetThePress: Tune @MSNBC interview @SpeakerRyan #MTPDaily,318,2017,3,16,0.484,ryan
2017-03-21 11:06:25,"@ housebudgetgop,big things,speakerryan,repealandreplace",@housebudgetGOP: verge big things long believed @SpeakerRyan #RepealANDReplace,311,2017,3,21,0.6449999999999996,ryan
2017-03-10 21:47:27,"susanwbrooks,have,ahca,speakerryan",@SusanWBrooks: Have #AHCA? @SpeakerRyan answers next phase accomplished,310,2017,3,10,0.28999999999999915,ryan
2017-03-16 19:56:07,"tomorrow,richlowry,nrisummit17,american health,care,act @,housegop","Tomorrow, join @RichLowry #NRISummit17 discuss American Health Care Act @HouseGOP 2017 agenda.",307,2017,3,16,0.484,ryan
2017-03-23 16:07:55,"action #,repealandreplace,obamacare,contact rep,support #,ahca",We taking action #RepealANDReplace #Obamacare! Contact Rep tell support #AHCA.,307,2017,3,23,0.7100000000000009,trump
2017-03-25 14:41:14,"watch,judgejeanine,foxnews",Watch @JudgeJeanine @FoxNews tonight,304,2017,3,25,0.7739999999999991,trump
2017-03-30 18:51:24,"senategop,congress,whitehouse,american families businesses",@SenateGOP: The Congress @WhiteHouse jointly saved American families businesses billion.,304,2017,3,30,0.9350000000000005,ryan
2017-03-14 19:18:41,"gopleader,obamacare,death spiral,cuts,taxes bil,lowers,reduces,deficit bil",@GOPLeader: #Obamacare death spiral. Our plan: Cuts taxes bil Lowers premiums Reduces deficit bil,300,2017,3,14,0.4190000000000005,ryan
2017-03-23 21:57:23,"replarrybucshon,indiana,govholcomb,letter @,speakerryan,senatemajldr",@RepLarryBucshon: Indiana @GovHolcomb 7 governors sent letter @SpeakerRyan @SenateMajLdr support American,298,2017,3,23,0.7100000000000009,ryan
2017-03-10 21:24:44,"@ hughhewitt,full interview video @,speakerryan,critics gop health,care bill,ahca","@hughhewitt: Full interview video @SpeakerRyan, responding critics GOP Health Care Bill. #AHCA",292,2017,3,10,0.28999999999999915,ryan
2017-03-22 16:11:51,"@ hughhewitt,speakerryan,intv am,speaker sounds,optimistic #,ahca",@hughhewitt: @SpeakerRyan intv AM: The Speaker sounds optimistic #AHCA,292,2017,3,22,0.6769999999999996,ryan
2017-03-21 02:31:06,"working,potus,american health,care","Working @POTUS, made improvements American Health Care Act.",288,2017,3,21,0.6449999999999996,ryan
2017-03-24 13:32:32,"drphilroe,american health,care,watch,passthebill",@DrPhilRoe: I enjoyed joining discuss American Health Care Act. Watch here: #PassTheBill,286,2017,3,24,0.7420000000000009,ryan
2017-03-19 17:30:58,"find,repealandreplace,obamacare",Find delivering promises #RepealAndReplace #Obamacare.,285,2017,3,19,0.5809999999999995,ryan
2017-03-20 21:27:30,"wall,street talks,congress,class kids,horrendous debts","When Wall Street talks, Congress listens. When working class kids talk saddled horrendous debts, listening them?",285,2017,3,20,0.6129999999999995,sanders
2017-03-21 02:55:07,"adamparkhomenko,video son,hillary,too",@AdamParkhomenko: This video son sang sent Hillary. Too soon! Some say. But next generation carries,284,2017,3,21,0.6449999999999996,hillary
2017-03-30 01:59:38,"cbsthismorning,tomorrow on,cbsthismorning,conversation @,speakerryan",@CBSThisMorning: TOMORROW ON @CBSThisMorning: conversation @SpeakerRyan,282,2017,3,30,0.9350000000000005,ryan
2017-03-10 22:56:34,"reptomemmer,housegop,american health,care,head,readthebill","@RepTomEmmer: This week, @HouseGOP released American Health Care Act. Head #Readthebill",281,2017,3,10,0.28999999999999915,ryan
2017-03-23 22:31:04,"waysandmeansgop,betterway,tax reform,blueprint,leapfrogs us #,learn",@WaysandMeansGOP: Our #BetterWay tax reform Blueprint leapfrogs US #31 #3. Learn more:,278,2017,3,23,0.7100000000000009,ryan
2017-03-11 15:58:58,"whitehouse,icymi,watch,potus weekly address",@WhiteHouse: ICYMI: Watch @POTUS Weekly Address,277,2017,3,11,0.3230000000000004,ryan
2017-03-14 13:00:54,"repbyrne,efforts #,repealandreplace,obamacare,increase health care","@RepByrne: Our efforts #RepealAndReplace #Obamacare lower premiums, reduce deficit, cut taxes, increase health care",277,2017,3,14,0.4190000000000005,ryan
2017-03-21 03:03:50,"waysandmeansgop,additional action,american health,care,read",@WaysandMeansGOP: Tonight taken additional action strengthen American Health Care Act. Read here:,277,2017,3,21,0.6449999999999996,ryan
2017-03-21 20:55:05,"mikekellypa,obamacare,conservative plan #,repealandreplace,prolife","@MikeKellyPA: Unlike Obamacare, conservative plan #RepealAndReplace guided #ProLife principles.",276,2017,3,21,0.6449999999999996,ryan
2017-03-11 14:10:13,"repadriansmith,commitment #,repealandreplace,obamacare,readthebill",@RepAdrianSmith: fulfilling commitment #RepealAndReplace #Obamacare system. #ReadTheBill,275,2017,3,11,0.3230000000000004,ryan
2017-03-15 12:40:57,"morningsmaria,right,morningsmaria,speakerryan","@MorningsMaria: Right @MorningsMaria, @SpeakerRyan saying, plan, plan moving",275,2017,3,15,0.45199999999999996,ryan
2017-03-23 22:46:53,"thanks,obamacare,insurance monopolies","Thanks #Obamacare, basically forced insurance monopolies. There 5 states thousand counties",275,2017,3,23,0.7100000000000009,ryan
2017-03-12 16:12:16,"facethenation,full interview @,speakerryan",@FaceTheNation: This full interview @SpeakerRyan,270,2017,3,12,0.3550000000000004,ryan
2017-03-24 13:38:14,"vp,moment end,obamacare,plan lowers costs improves care,passthebill",@VP: This moment end Obamacare nightmare replace plan lowers costs improves care. #PassTheBill,270,2017,3,24,0.7420000000000009,ryan
2017-03-15 17:08:12,"foxnewssunday,fns,chris,exclusive @,speakerryan","@FoxNewsSunday: This #FNS, Chris sits Sunday exclusive @SpeakerRyan.",268,2017,3,15,0.45199999999999996,ryan
2017-03-14 13:48:05,"repsmucker,stable transition,conservative health care,speakerryan",@RepSmucker: need stable transition conservative health care says @SpeakerRyan. I agree. one,266,2017,3,14,0.4190000000000005,ryan
2017-03-15 22:54:30,"obamacare,nightmare making,historic conservative reforms,repealandreplace",We verge ending #Obamacare nightmare making historic conservative reforms. #RepealAndReplace,266,2017,3,15,0.45199999999999996,ryan
2017-03-16 19:29:34,"meetthepress,mtpdaily,speakerryan,joins @ chucktodd",@MeetThePress: Tonight #MTPDaily: @SpeakerRyan joins @chucktodd live.,266,2017,3,16,0.484,ryan
2017-03-30 21:21:50,"repmarkmeadows,repealandreplace,obamacare","Where @RepMarkMeadows, #RepealANDReplace #Obamacare",266,2017,3,30,0.9350000000000005,trump
2017-03-12 13:59:07,"repsmucker,competitive health care marketplace,patient nucleus health care,speakerryan",@RepSmucker: We need competitive health care marketplace. patient nucleus health care says @SpeakerRyan.,265,2017,3,12,0.3550000000000004,ryan
2017-03-14 20:59:37,"@ nowthisnews,millions people healthcare healthcare @,berniesanders,deep heart","@nowthisnews: millions people healthcare healthcare @BernieSanders, deep heart",265,2017,3,14,0.4190000000000005,sanders
2017-03-18 14:50:40,"small window opportunity #,repealandreplace,obamacare",small window opportunity #RepealANDReplace #Obamacare reforms.,265,2017,3,18,0.548,ryan
2017-03-22 21:28:24,"housejudiciary,ryan prong,care legislation,speakerryan",@HouseJudiciary: Speaker Ryan Prong Three Health Care Legislation via @SpeakerRyan,265,2017,3,22,0.6769999999999996,ryan
2017-03-20 16:37:19,"read,new @,dailycaller,obamacare",READ My new @DailyCaller: Time To End Obamacare For Good.,264,2017,3,20,0.6129999999999995,ryan
2017-03-20 10:35:28,"james clapper,potus,russia,fake news",James Clapper others stated evidence Potus colluded Russia. This story FAKE NEWS everyone knows it!,262,2017,3,20,0.6129999999999995,trump
2017-03-24 22:09:56,"@ allinwithchris,joining,@ chrislhayes,berniesanders,mmflint,# inners",@allinwithchris: Joining @chrislhayes tonight: @BernieSanders @MMFlint #inners,261,2017,3,24,0.7420000000000009,sanders
2017-03-04 17:49:29,"uaw,ready #,marchon,nissan canton,ms,berniesanders,@ mrdannyglover","@UAW: Getting ready #MarchOn rights Nissan Canton, MS @BernieSanders @mrdannyglover",260,2017,3,4,0.09699999999999953,sanders
2017-03-14 22:39:48,"first100,marthamaccallum,et,foxnews,repealandreplace",I #First100 @MarthaMacCallum 7pm ET @FoxNews. #RepealAndReplace,260,2017,3,14,0.4190000000000005,ryan
2017-03-23 13:56:28,"@ cspanwj,read,obamacare,paul,wsjopinion","@cspanwj: Read Air: promise repeal ObamaCare, writes Rep. Paul via @WSJOpinion",260,2017,3,23,0.7100000000000009,ryan
2017-03-14 01:48:21,"obamacare,lowers,reduces,deficit bil,cuts,taxes bil",#Obamacare collapsing. Our plan: Lowers premiums Reduces deficit bil Cuts taxes bil,258,2017,3,14,0.4190000000000005,ryan
2017-03-15 13:11:02,"ingrahamangle,laura ingraham,speakerryan,program morning","@IngrahamAngle: Tune The Laura Ingraham Show now, @SpeakerRyan program morning!",256,2017,3,15,0.45199999999999996,ryan
2017-03-14 19:33:32,"waysandmeansgop,betterway,tax reform,semiconductor companies","@WaysandMeansGOP: Our #BetterWay tax reform would make competitive allow semiconductor companies grow,",255,2017,3,14,0.4190000000000005,ryan
2017-03-27 16:02:31,"waysandmeansgop,time reform,tax code,betterway",@WaysandMeansGOP: It time reform broken tax code. There #BetterWay forward,255,2017,3,27,0.8390000000000004,ryan
2017-03-10 21:09:30,"waysandmeansgop,betterway,tax reform","@WaysandMeansGOP: There #BetterWay tax reform. It begins growth, simplicity, service.",254,2017,3,10,0.28999999999999915,ryan
2017-03-30 19:58:06,"members #,usma,team,trophy @,speakerryan",Members #USMA Debate Team receive 2016 trophy @SpeakerRyan yesterday,254,2017,3,30,0.9350000000000005,ryan
2017-03-07 13:13:20,"russia,obama,crimea,weak,@ foxandfriends","For eight years Russia President Obama, got stronger stronger, Crimea added missiles. Weak! @foxandfriends",253,2017,3,7,0.19400000000000084,trump
2017-03-21 22:23:01,"@ cathymcmorris,immediate relief,obamacare,passthebill",@cathymcmorris: Americans deserve immediate relief Obamacare #PassTheBill,252,2017,3,21,0.6449999999999996,ryan
2017-03-22 14:49:27,"breaking,american people option,# repealandreplace #,obamacare",Breaking promise American people option. We must #repealANDreplace #Obamacare.,250,2017,3,22,0.6769999999999996,ryan
2017-03-17 12:18:28,"retweet,years #,obamacare",Retweet agree Seven years #Obamacare enough.,245,2017,3,17,0.516,ryan
2017-03-24 17:59:42,"billion,american jobs,thank","Today, I thrilled announce commitment BILLION 20K AMERICAN JOBS next 4 years. THANK",245,2017,3,24,0.7420000000000009,trump
2017-03-10 22:11:50,"waysandmeansgop,american health,care,tax credit,premiums plan",@WaysandMeansGOP: The American Health Care Act provides tax credit goes directly toward funding premiums plan,244,2017,3,10,0.28999999999999915,ryan
2017-03-30 21:17:30,"great @,repkenbuck,looks,caucus,end #,obamacare",Great @RepKenBuck. Looks like Freedom Caucus helping end #Obamacare.,243,2017,3,30,0.9350000000000005,trump
2017-03-12 14:34:00,"facethenation,obamacare,collapse health insurance markets","@FaceTheNation: Obamacare collapsing. If nothing, would see collapse health insurance markets.",242,2017,3,12,0.3550000000000004,ryan
2017-03-21 00:25:50,"repandybiggsaz,obamacare,countless individuals,small businesses","@RepAndyBiggsAZ: Obamacare devastated countless individuals small businesses around country, including many",242,2017,3,21,0.6449999999999996,ryan
2017-03-07 03:50:49,"thank,@ exxonmobil,construction jobs,usa",Thank @exxonmobil billion investment creating manufacturing construction jobs USA!,241,2017,3,7,0.19400000000000084,trump
2017-03-10 23:11:52,"waysandmeansgop,american greatness,tax reform,@ newtgingrich",@WaysandMeansGOP: American greatness starts tax reform. @newtgingrich,241,2017,3,10,0.28999999999999915,ryan
2017-03-21 12:52:05,"freedom control #,obamacare,passthebill","All freedom control #Obamacare taken away, giving back people. #PassTheBill",240,2017,3,21,0.6449999999999996,ryan
2017-03-11 18:23:56,"obamacare,american families",#Obamacare collapsing American families paying price. The bill us keeping promises.,239,2017,3,11,0.3230000000000004,ryan
2017-03-21 15:00:03,"obamacare,passthebill",end Obamacare nightmare all. #PassTheBill,239,2017,3,21,0.6449999999999996,ryan
2017-03-28 11:16:44,"watch,@ foxandfriends,podesta russia",Watch @foxandfriends Podesta Russia!,238,2017,3,28,0.8710000000000004,trump
2017-03-21 19:48:00,"reptomgraves,phase,potus,prolife,healthcare plan,ahca,passthebill",@RepTomGraves: The House passing Phase 1 @POTUS #ProLife healthcare plan Thursday! #AHCA #PassTheBill,237,2017,3,21,0.6449999999999996,ryan
2017-03-29 16:29:34,"waysandmeansgop,tax code,deserve simpler,flatter code","@WaysandMeansGOP: The tax code nearly tripled length last 30yrs. Americans deserve simpler, fairer, flatter code",235,2017,3,29,0.9030000000000005,ryan
2017-03-15 17:47:05,"repseanduffy,obamacare,# betterway reform healthcare","@RepSeanDuffy: Obamacare built broken promises lies. There #betterway reform healthcare, costs go",233,2017,3,15,0.45199999999999996,ryan
2017-03-28 12:51:48,"israel,potus,israel,israel,aipac2017",Congress committed Israel. @POTUS committed Israel. We take Israel granted. #AIPAC2017,233,2017,3,28,0.8710000000000004,ryan
2017-03-22 21:11:22,"repkevincramer,americanhealthcareact,repeal #,obamacare",@RepKevinCramer: Some say #AmericanHealthCareAct repeal #Obamacare. Here 15 reasons claim false.,232,2017,3,22,0.6769999999999996,ryan
2017-03-23 11:15:26,"@ thehill,forbes,kudlow,moment repeal,obamacare","@thehill: Forbes, Kudlow: seize moment repeal ObamaCare",232,2017,3,23,0.7100000000000009,ryan
2017-03-23 11:47:25,"doing,means #,obamacare,skyrocket good people","Doing nothing means #Obamacare collapses, premiums continue skyrocket good people get hurt. Instead,",230,2017,3,23,0.7100000000000009,ryan
2017-03-14 17:48:53,"rephartzler,obamacare,high premiums,dismal coverage","@RepHartzler: For long, Obamacare caused high premiums dismal coverage. hurting Americans over! We need",229,2017,3,14,0.4190000000000005,ryan
